"환절기는 환절기인가봐요😭 
아침에 집에서 수분크림 듬뿍 바르고 나와도 
3~4시간만 지나도 피부속부터 땡겨오는 건조함....흑 ...늙어써😭😭 ⠀ 
안그래도 건조한 피부 더 건조한 사무실 환경에서도 
잘 버틸 수 있도록 수시로 바를 수 있는 크림을 사러가쟈!!!! 
보호캡과 스패출러가 있어서 
더욱 위생적으로 사용할 수 있겠쥬?
크림치즈같은 꾸덕한 제형이지만 
피부에 닿으면 잘 발려지는 보습감쩔꺼 같은 제형인데 
보습감 진짜 좋아요.....촉촉쓰💕 
쫀쫀한 느낌으로 지속되서 마음의 안정이.....ㅋㅋㅋ ⠀ 
2세대 장벽크림으로 유명하던데 솔직히 전 처음보는 브랜드였거든요 
근데....많이들 쓰시는 브랜드였더라고요!!!! 
(츙격....무궁무진한 화장품의 세계...😍) ⠀ 
찬바람불고 피부는 속부터 당기고 해결책이 없을때 한번 써보셔도 될꺼같아요 ⠀ 
수부지에 걸핏하면 트러블나는 
(건조해도 트러블, 영양감많은 크림발라도 트러블, 
환경이 급작스레 바껴도 트러블, 잠못자도 트러블, 
술먹어도 트러블 등등등 살기피곤쓰) ⠀ 
저는 아주 대만족이랍니다😍",
"제가 지금 몇년째 쓰고 있는 제품입니다💙
아토팜 리얼베리어 익스트림 크림
몇통째 쓰고있는지 모르겠어요. 진짜 많이 씀
제가 완전 건성인데 이거 바르고 자면 다음날에 안땡기더라구요! 그리고 민감한 피부인데 순해서 트러블도 안올라 와요!
아토팜 리얼베리어 익스트림 크림 강추강추",
"수분이 부족한 지성피부죠..
건조해서 오일을 쓰면 트러블이 올라오고
그렇다고 수분크림만 쓰면 
얼굴이 너무 건조하더라고요.
그러다가 재작년부터
리얼베리어 익스트림 크림을
알게되었습니다.
손상된 피부장벽을 탄탄하게 강화시켜주는 약산성 장벽 강화 크림
피부는 수분크림만 잘 발라도
유지된다고 하더라고요.
그래서 피부과에서도
다른거 하지말고 매일 수분크림만
꾸준히 잘 발라 주래요.ㅎㅎ
꾸덕꾸덕한 제형이 
엄청 기름질 것 같은 느낌이었지만
오잉~
바르자마자 피부에 흡수되면서
촉촉하고 부드럽더라고요.
기름짐도 없고 유분도 안 돌고요..
오호라~
이거구나 싶어서 겨울철마다
꼭 사서 바르는 제품이 되었습니다.
이렇게 스패츌러를 이용해서
위생적으로 덜어 사용한답니다.
저는 이렇게 용기형보다는
튜브형이 좋은데 말이죠..
튜브형으로 나오면 참 좋을 것 같아요^^
지난번 올리브영에서 샀을 때
사은품으로 받은건데요
너무 쓰기가 편하더라고요 ㅎㅎ
본품이 50ml 인데
사은품으로 20ml 나 줘서
너무 좋았어요 :)
리얼베리어 익스트림 크림
겨울철에 바르면 좋은 
촉촉한 수분크림으로
추천합니다~",
"익스트림에센스토너 내돈내산! 
제 기초 인생템! 
리얼베리어라고 말씀드렸었는데요 
이번에도 다 떨어져가길래 리얼베리어 
친구들을 모셨습니다 ㅋㅋ 
역시... 퇴근하고 오니 화장대 위에 뙇!! 
어서오세오-
박스를 열면 에어퐁퐁이가 있지 뭐예요 ㅋ 
리얼베리어는 항상 에어퐁퐁이로 
친구들을 보호해주시더라구요 
이번에는 리얼베리어 익스트림크림, 
익스트림에센스토너, 클렌징폼을 주문했는데요 
리얼베리어 기획전 상품 2개 이상 
주문하면 키트를 더 주더라구요 
리얼베리어 기획전 샘플 키트는 
장벽케어, 트러블케어, 시카케어 세가 중 택 1
저는 시카케어 키트를 선택해서 
리얼베리어 시카릴리프 크림, 시카릴리프 세럼,
시카릴리프 크림마스크(본품)이 왔어요 
근데.....
리얼베리어 시카릴리프 세럼이 박스
바닥에........ 
5만원 이상 키트는 이렇게 넣어주시면서...ㅠ 
아 5만원이상 구입 시 오는 키트는 
전 항상 크림 클렌징 폼이랑 인텐스 모이스춰 크림
제가 산 리얼베리어 기획전 중 하나는 
익스트림 크림, 익스트림 에센스 토너 예요 
하.. 정말이지 떠날 수 없는 아이들이예요 ㅋㅋ 
안 써본 사람은 있어도 한 번만 쓰는 사람은 없다는
그 익스트림 크림과 익스트림 에센스 크림!!",
"이미 한번 소개 했던 리얼베리어 ....
또 소개 할 수 밖에 없었다ㅠㅠㅠ
수분만 좋은게 아니었어....
정말 피부를 튼튼이로 만들어주는 템,,
ㅎ.....
요즘 피부가 완전 뒤집혀서 계속 난리부르스-상태여서
;;너무 당황스런 상황인 것..?
미세먼지때문인지 더 예민한 피부가 되었다ㅠㅠ
작년이랑 제작년에는 시칼파트로도 충분했는데,
아벤느 시칼파트로도 한계가 온 것 같았다,,,
장벽이 회복이 안되는 느낌,,
결국 ....
한겨울에만 쓰던 리얼베리어 익스트림 크림을 다시 영접해왓다 ,,
내 손에 있는 건 공병,,!!!!
시칼파트만 바르면 뭔가 부족하단 느낌이 들어서 사왔는데,
왜 이건 하나만 발라도 충분한 것 같됴..?
분명히 묵직한 건 시칼파트가 훨씬 묵직한데!!!!
말도 안되는 것 같지만, 진짜다..
쨋둔 이번엔 요따만한 스파츌러도 들어 있었다 원래 이런거 없었는데
퀄리티가 높아지눼유?
다뒤집어진 피부로 다시한번 영접하고 보니,
세상 순한 화장품 ,,, 
두번 레이어링해서 발라주니까 완전 쬰쬬니,,, 
몇일 지나면 다시 반짝 반짝한 내 피부로 돌아와주라 ㅠㅅㅠ",
"이번에는 리얼베리어 익스트림크림을 구매해봤습니다
마스크 때문에 올라온 뾰루지랑 여드름...
정말 내려갈 생각을 안하더라구요ㅠㅠ
그러던 중 친구가 리얼베리어 익스트림크림을 추천해줘서 구매하게 되었습니다!
이 크림은 장벽크림으로 손상된 피부장벽을 되돌리는데 아주 효과적이라고 합니다
크림 제형은 이렇게 꾸덕한 제형입니다
하지만 꾸덕하다고해서 다른 크림들처럼
발랐을 때 답답하거나 너무 미끌거리지 않아서 너무 좋은 것 같아요
보시기에도 엄청 촉촉해 보이시죠?
처음 발랐을 때 제형이 꾸덕해서 겉돌면 어쩌나라는 걱정을 했는데
바른 직후 피부에 모두 스며들며 겉도는 느낌도 전혀없고 
바르고 잔 다음날 피부도 좋아진 게 보일 정도였습니당
정말 강추입니다",
"사실 귀차니즘이 심한 편이라 마스크팩 즐기지 않는 편인데,
내 인생에서 '이 마스크팩 진짜 좋다.' 느꼈던 거의 유일한 제품이 리얼베리어 꺼기도 하고,
엄마께서도 리얼베리어 마스크팩을 되게 좋아하셔서 꾸준히 구매하게 된다.
지금 갖고 있는 건 익스트림 크림 마스크팩과 아쿠아 브라이트닝 마스크팩.
익스트림 마스크팩이 글 도입부에 얘기했던 내 인생 마스크팩이다.
겨울철에 이거 쓰고 진짜 대만족했던 기억이 있다.
보습력이 진~짜 좋다.
그리고 얼굴에 착 붙어서 뜨는 등 이질감이 없다.
아쉬운 점은, 예전 제품에 비해 마스크팩 시트가 얇아지고 지지대가 생겼다.
이거 바뀐지 진짜 오래되긴 했는데 아직도 아쉽다고 느낀다.
예전 버전이 마스크팩이 두툼한데도 밀착력도 좋아서 보습력이 훨씬 배가되는 느낌이었는데.
사실 내 인생 마스크팩은 리뉴얼 전 익스트림 마스크팩인셈.
그래도 이것만한 보습력 마스크팩 못 찾아서 꾸준히 구매하고 있다.
크림이라는 이름이 붙은 만큼 제 역할하는 마스크팩.
에센스가 흐를 정도로 묽지 않고 크림에 에센스 섞은듯 약간 꿀 같은 끈적한 느낌이다.
약간 덜 건조한 봄, 가을에는 이것만 쓰고 크림 안 발라도 충분하다.
사용감만 칭찬했는데 성분도 좋다.
진정 성분이 많이 들어가 있고, 장벽 관리도 할 수 있으며,
펩타이드, 아데노신 등으로 항산화 관리도 함께 할 수 있다.
이건 솔직히 엄마 선물 드린 거라 나는 못 써봤다.
착 붙어서 좋다고 하신다.
이건 약간 항산화 + 수분 공급 역할을 한다고 보면 된다.
비타민A, E, C가 다 들어가 있다.
양이 충분하게 들어가진 않았을 거 같으나..............
나이아신아마이드가 2% 들어갔을 텐데 그 한 참 뒤로 비타민E, C,A 순으로 들어가있는데,
비타민A는 최대치가 1%인데 그만큼 들어갔을리는 없고..............
다른 건 몰라도 비타민C는 유효한 만큼이라고 보기는 어려울 거 같다.
그래도 나이아신아마이드와 함께 있으니 암튼 이래저래 미백, 주름, 탄력 등을 한큐에 관리할 수 있는 제품인 건 확실.
이외에도 판토테닉애씨드, 티아민에이치씨일(비타민B) 등 비타민이 이것저것 많이 들어갔다.
직접 사용해 본 건 아니라 사용감 등을 자세하게 설명하진 못하겠다.
나중에 하나 사용해보면 적어두기로!
엄마께선 착 붙어서 좋다고 하시며,
사용 후에 얼굴이 밝아져서 좋다고 하시는 걸로 봐선 이름값하긴 하는 듯하다.
예전에 아쿠아팩도 사용해보고 사용해봤는데,
리얼베리어 마스크팩 대체적으로 좋다.
에센스 양이 진짜 넘치게 많은 편이고
시트도 부들부들 되게 좋고 얼굴에 착 밀착 잘 된다. 
보습도 잘 된다.
다만, 가격이 좀 아숩.
나처럼 가아끔 팩하는 사람은 상관없겠으나 
자주 팩하는 사람들에게는 좀 부담스러울 수도 있겠는 가격이다.
근데 또 들어있는 에센스 양이나 질, 시트, 이런 거 생각하면 너무 비싼 건 아닌 거 같다.",
"트러블이 잘 나는 민감성 피부인데,
이것저것 써보며 정착하지 못하다가
친구가 추천해준 리얼베리어 익스트림 크림을 써본 뒤
10통 넘게 내돈내산으로 바르고 있다.
내 경험으로는,
알레르기 유발 성분이 포함된 화장품이나 샴푸를 쓸때
트러블이 더 올라오는거 같다. 😫
그래서 리얼베리어는 나한테 더 안성맞춤
화해 어플에서 보면 알레르기 유발 성분이 0개이다. 👍🏻
샴푸도 알레르기 유발성분이 없는걸 쓰고있는데,
샴푸를 다 써서 몇 일 다른걸 썼더니 헤어라인 쪽에 트러블이 올라왔었다. 😿
확인해보니 어김없이 알레르기 유발성분이 포함된 제품이었다. 🙀
성분표에 스테아릭애씨드 모공막음이 있다고 하지만
사용감은 산뜻한 편이다.
72시간 보습 지속 효과 덕분인지
이거만 조금 퍼서 발라도 하루종일 당기는 기분이 없고
답답함 없이 얇게 발려서 화장도 잘 먹는 것 같다.
그러고보니 겨울에 사용했을 때도 당겼던 기억이 없다.
케이스를 열면 이렇게 화장품+스푼이 있는데,
한가지 아쉬운 점은 스푼을 보관하기가 영 불편하다.
스푼을 뚜껑에 넣고 닫을 수 있게, 스푼을 좀 작게 만들어 주면 좋겠당.
제형은 하얀색 크림 제형
위 사진은 바르다가만 사진이지만, 더 얇게 펴바르면 된다.
이거는 지난번 구매할때 샘플로 받은 리얼베리어 인텐스 모이스처 크림.
친구가 익스트림을 추천해 줘서 이건 안써봤었는데,
이번에 한번 발라보았다.
왼쪽은 모이스처 오른쪽은 익스트림
제형은 비슷한데 모이스처가 더 묽은 느낌으로 더 잘발린다.
둘다 가벼운데 비교하자면 모이스처보다 익스트림이 약간 더 꾸덕하다.
한통에 한달반 정도를 사용하는 것 같다.
벌써 몇년째 ing.. ",
"요약: 속 땅김이 줄어들었다. 피부가 부드러워졌다. 겨울철 보습용으로 굳굳! 여름에는 음...
리얼베리어 익스트림 한 달 사용 후기
라고 써 놓고 보니 무슨 뷰티 블로거라도 될 거 같지만
미용과는 너무 거리가 먼 사람입니다.
강의들으러 갈 때도
세수하고 로션만 바르고
나가는 사람이거든요(^///^)
색조화장은 아예 모른다 보는게 맞는 수준이고
그나마 보습과 같은 기초에 좀 관심을 두는 편이에요.
저는 정말 뷰티와는 거리가 먼 사람이라서
성분이 어쩌고 저쩌고 하는건 잘 몰라요ㅠㅠ
그럼에도 불구하고 이렇게 글을 쓰는 건!!
제품이 너무 마음에 들어서
칭찬(?) 해주는 의미로 쓰는 겁니다.ㅋㅋㅋ
이러면 다음에 더 좋은 제품을 만들어 주겠죠?
이제 제품 얘기를 좀 해야겠네요!
질감은 부드러운 크림치즈 같은 느낌입니다!
적당량을 덜어내서 얼굴에 바르면
부드럽게 잘 발려서 기분이 좋아요ㅎㅎ
처음 제품을 사용할 때에는 손으로 떠서 사용했는데
세수하고 바르는 건데도
손에 있던 먼지 때문에
크림이 더러워지더라구요.
그래서 스페츌라를 사용해서 바르고 있어요.
한 달 정도 바르고 나서는
확실히 속땡김이 적어졌고
바르고 시간이 지나도
피부가 건조하다는 생각은 안 들었어요.
또 이 크림의 영향인지는 모르겠지만
여드름도 줄어들어서
정말 기뻐요ヾ(≧▽≦*)o하지만 여름철에 사용하기는
조금 부담스러울 것 같다고 느꼈어요ㅠㅠ
아무래도 보습력이 좋은 제품은...
안 그래도 지성이라 기름이 있는 편인데
크림 바르고 전화 받으면
액정에 무지개가 생기더라구요...ㅎㅎ
근데 이건 제가 지성이라 그럴 수도 있는 거니
참고해 주세요!
그래도 지금 구매한 제품을 이번 겨울 안에 다 쓴다면
다시 구입할 생각이에요.
기획제품이라 뭘 바리바리 챙겨줘서
과연 이번 겨울 안에 저걸 다 쓸 수 있을까
싶긴 하지만
그럼 다음 겨울에 나눠 쓰면 되니까요:)",
"요즘 날씨가 쌀쌀해지면서 가을이 왔다는걸 확실히 느낀다. 환절기가 돌아오면서 내 비염도 다시 찾아오고 피부도 확 건조해진걸 느낄 수 있었다. 그래서 내가 환절기마다 자주 사용하는 리얼베리어 익스트림 크림을 재빨리 구매했다.
리얼베리어 익스트림 크림 2세대
 몇통을 비웠는지 모르겠다 내 환절기 필수템이다!
네오팜(아토팜) 공식몰에서 가져와봤다. 대충 보습력이 강화되었고 민감한 피부에도 괜찮다는 내용같다.
안에 스패츌러가 들어있어 위생적으로 사용할 수 있다! 단지형은 스패츌러가 있으면 좋다
오픈을 해보았다. 정말 사용하기 부담스럽게 딱 정리되어 있는 느낌? 저번 버전보다 더 단단하고 고밀도인 느낌이 들었다.
스패츌러로 떠보니 아주 단단한 제형이었다. 단단한 제형이라 피부에 흡수가 더딜까 걱정했는데 막상 피부에 얹으면 사르르 녹아 흡수가 잘된당
우선 나는 건성에 가까운 피부이다. 하지만 극건성은 아니다. 여름엔 수분크림만 잘 발라주면 큰 건조함은 못느낀다. 하지만 환절기와 겨울에는 피부가 매마름을 느낀다. 바르고 나니 확실히 건조함이 많이 사라지고 붉은기도 좀 진정된 느낌이었다. 내 기준 다른 크림들보다 지속력이 좋은 느낌? 그렇다고 엄청 기름진 제형도 아니다. 그래서 복합성인 분들께서도 발라도 괜찮을 것 같았다!",
